"","nfl_id","player_idx","apm","apm_sd","apm_per_play","full_name","team","position","season"
"1","00-0033040",836,0.0255138579434834,0.0209271095577426,0.00231944163122576,"Tyreek Hill","KC","WR",2020
"2","00-0033856",1065,0.0247121774779901,0.0218918661521161,0.00224656158890819,"Leonard Fournette","TB","RB",2020
"3","00-0034521",1349,0.0225318664196935,0.021167373038306,0.00204835149269941,"Allen Lazard","GB","WR",2020
"4","00-0033921",1117,0.0225238306530933,0.021082187255874,0.00204762096846302,"Chris Godwin","TB","WR",2020
"5","00-0031381",481,0.021784215707335,0.0208347482699105,0.00198038324612137,"Davante Adams","GB","WR",2020
"6","00-0033072",852,0.0215277381644828,0.0208223546671971,0.00195706710586208,"Leonard Floyd","LA","LB",2020
"7","00-0023459",16,0.0207180442291514,0.0215866933622141,0.0018834585662865,"Aaron Rodgers","GB","QB",2020
"8","00-0031408",491,0.0201738331383183,0.0202757718653906,0.00183398483075621,"Mike Evans","TB","WR",2020
"9","00-0031785",553,0.0198092029528621,0.0208242277001603,0.00180083663207837,"Troy Hill","LA","DB",2020
"10","00-0035526",1730,0.0197922521057189,0.0211484892938503,0.00179929564597445,"Elgton Jenkins","GB","OL",2020
"11","00-0029893",262,0.0197824026858265,0.0197381781388526,0.00179840024416604,"Rick Wagner","GB","OL",2020
"12","00-0031588",531,0.0193019513970147,0.0210732421218391,0.00175472285427406,"Stefon Diggs","BUF","WR",2020
"13","00-0031388",486,0.0187983597563557,0.021380995164587,0.00170894179603233,"Aaron Donald","LA","DL",2020
"14","00-0029413",209,0.0184719967756689,0.0215615636679193,0.00167927243415172,"Ben Jones","TEN","OL",2020
"15","00-0031019",392,0.0182806206492666,0.0212003470472066,0.00166187460447878,"Corey Linsley","GB","OL",2020
"16","00-0035150",1575,0.0182473696581578,0.0221511476864844,0.00165885178710525,"Kris Boyd","MIN","DB",2020
"17","00-0030506",339,0.0180687423990472,0.0209613795761784,0.00164261294536792,"Travis Kelce","KC","TE",2020
"18","00-0036431",2186,0.0176822412844196,0.0221406153080008,0.00160747648040178,"Jordan Fuller","LA","DB",2020
"19","00-0030584",363,0.0176256275609541,0.0207680341028399,0.00160232977826856,"Eric Fisher","KC","OL",2020
"20","00-0034263",1211,0.0175857156464525,0.0205196766644405,0.00159870142240477,"Tarvarius Moore","SF","DB",2020
"21","00-0029608",229,0.0173892411975959,0.021496912145833,0.00158084010887236,"T.Y. Hilton","IND","WR",2020
"22","00-0035181",1581,0.0172915247520078,0.0215598700254623,0.00157195679563708,"Darrius Shepherd","GB","WR",2020
"23","00-0032146",619,0.0172692754138688,0.0203669045888113,0.00156993412853353,"Bud Dupree","PIT","LB",2020
"24","00-0029701",249,0.0172044106704896,0.0205087340041455,0.00156403733368087,"Ryan Tannehill","TEN","QB",2020
"25","00-0032243",649,0.0169229159486771,0.0207662506759067,0.00153844690442519,"Ali Marpet","TB","OL",2020
"26","00-0033927",1121,0.0168565573679562,0.021088312955788,0.00153241430617784,"John Johnson","LA","DB",2020
"27","00-0031936",574,0.0167297492591607,0.0209525497118047,0.00152088629628733,"Mitch Morse","BUF","OL",2020
"28","00-0035676",1803,0.0167259187584042,0.0208273244479679,0.00152053806894584,"A.J. Brown","TEN","WR",2020
"29","00-0031177",425,0.0165248815212452,0.0206979483456467,0.00150226195647684,"Brent Urban","CHI","DL",2020
"30","00-0030511",340,0.0163907392527679,0.0212098981077349,0.00149006720479708,"Brandon Williams","BAL","DL",2020
"31","00-0030505",338,0.0156410705983135,0.0210832359276037,0.00142191550893759,"D.J. Fluker","BAL","OL",2020
"32","00-0031382",482,0.0153920312519499,0.0213451157795977,0.00139927556835908,"Jarvis Landry","CLE","WR",2020
"33","00-0034796",1441,0.0152308209094944,0.0205394507307973,0.00138462008268131,"Lamar Jackson","BAL","QB",2020
"34","00-0036221",1998,0.0151297842343143,0.0212905791844186,0.00137543493039221,"Brandon Jones","MIA","DB",2020
"35","00-0033082",856,0.0150958785662555,0.021722340859452,0.00137235259693232,"Lucas Patrick","GB","OL",2020
"36","00-0032764",761,0.0150033106469002,0.02120574835084,0.00136393733153638,"Derrick Henry","TEN","RB",2020
"37","00-0036219",1996,0.0149673603196142,0.0206619880856511,0.00136066911996492,"Marquez Callaway","NO","WR",2020
"38","00-0032977",826,0.0149230373208217,0.0213843795180123,0.00135663975643834,"Rashard Higgins","CLE","WR",2020
"39","00-0033873",1077,0.0149034857268257,0.0212817662081523,0.00135486233880234,"Patrick Mahomes","KC","QB",2020
"40","00-0029419",210,0.0146403703773392,0.021715113541763,0.00133094276157629,"Dennis Kelly","TEN","OL",2020
"41","00-0033923",1118,0.0145770850195791,0.0212104520991724,0.00132518954723446,"Kareem Hunt","CLE","RB",2020
"42","00-0030035",271,0.0142319012694851,0.0219754537777887,0.00129380920631682,"Adam Thielen","MIN","WR",2020
"43","00-0036158",1964,0.014218201218394,0.0214348490383997,0.00129256374712673,"J.K. Dobbins","BAL","RB",2020
"44","00-0035286",1646,0.0140811495363799,0.0214079518982778,0.00128010450330726,"Cole Holcomb","WAS","LB",2020
"45","00-0034367",1270,0.0140221495735652,0.0213654713944151,0.00127474087032411,"Nyheim Hines","IND","RB",2020
"46","00-0035699",1823,0.0139194336479048,0.0204606294078962,0.00126540305890044,"Jamel Dean","TB","DB",2020
"47","00-0027969",127,0.013864553343519,0.0210574699988134,0.00126041394031991,"Cameron Heyward","PIT","DL",2020
"48","00-0032217",640,0.013508773719684,0.0204085195662079,0.00122807033815309,"Donovan Smith","TB","OL",2020
"49","00-0029164",188,0.0133258259262711,0.0204932249438066,0.0012114387205701,"Mike Remmers","KC","OL",2020
"50","00-0035681",1808,0.0131045749906595,0.0209747940230646,0.00119132499915087,"Mike Edwards","TB","DB",2020
"51","00-0031433",498,0.0130333051064873,0.0201028892939405,0.00118484591877157,"Billy Turner","GB","OL",2020
"52","00-0036196",1984,0.012816926868702,0.0214188294091531,0.001165175169882,"Gabriel Davis","BUF","WR",2020
"53","00-0032667",747,0.0128020052909245,0.0216222340483118,0.00116381866281132,"Roy Robertson-Harris","CHI","DL",2020
"54","00-0032420",698,0.0127521439406879,0.020994838674714,0.0011592858127898,"Brandon Shell","SEA","OL",2020
"55","00-0031269",445,0.0125440580695085,0.0216871873608412,0.00114036891540986,"T.J. Carrie","IND","DB",2020
"56","00-0035654",1785,0.0125170039953044,0.0209494552994642,0.00113790945411859,"Chase Winovich","NE","DL",2020
"57","00-0035375",1689,0.0124579388964623,0.0209033931092927,0.0011325398996784,"Brandon Rusnak","JAX","DB",2020
"58","00-0033055",845,0.0124340941352307,0.0216840989595252,0.00113037219411188,"Jalen Ramsey","LA","DB",2020
"59","00-0032378",666,0.012383571762227,0.0210905417754684,0.00112577925111154,"DeForest Buckner","IND","DL",2020
"60","00-0036321",2087,0.0123313577398953,0.0212416132463493,0.00112103252180867,"Chase Young","WAS","DL",2020
"61","00-0034857",1480,0.0123016415454043,0.0213382061496346,0.00111833104958221,"Josh Allen","BUF","QB",2020
"62","00-0029607",228,0.012191032744075,0.0211090094042935,0.00110827570400682,"Demario Davis","NO","LB",2020
"63","00-0029764",255,0.0121875152903613,0.0219552991121036,0.0011079559354874,"Cody Davis","NE","DB",2020
"64","00-0028103",148,0.0121064844380614,0.0206277123499227,0.00110058949436922,"Pernell McPhee","BAL","LB",2020
"65","00-0034073",1155,0.0120361674522698,0.0219555680180184,0.00109419704111544,"Ross Dwelley","SF","TE",2020
"66","00-0036326",2092,0.0119368564496945,0.0208786984605725,0.00108516876815405,"Chase Claypool","PIT","WR",2020
"67","00-0036322",2088,0.0119285534168372,0.0220105122625209,0.0010844139469852,"Justin Jefferson","MIN","WR",2020
"68","00-0032211",637,0.011891933438283,0.0215008363737549,0.00108108485802573,"Tyler Lockett","SEA","WR",2020
"69","00-0034203",1196,0.0118884379114917,0.0211949105085624,0.00108076708286288,"Darious Williams","LA","DB",2020
"70","00-0035236",1607,0.0118183684412777,0.0217018543817219,0.00107439713102524,"Byron Murphy","ARI","DB",2020
"71","00-0027648",76,0.0117423204210217,0.0210284338951907,0.00106748367463834,"Rodger Saffold","TEN","OL",2020
"72","00-0036306",2073,0.0117362771692601,0.0213423622518836,0.00106693428811455,"Daniel Thomas","JAX","DB",2020
"73","00-0034399",1300,0.0116997649997165,0.0206004502068292,0.00106361499997423,"Wyatt Teller","CLE","OL",2020
"74","00-0026190",44,0.0116799922883712,0.0221559341617596,0.00106181748076102,"Calais Campbell","BAL","DL",2020
"75","00-0019596",2,0.0116674605884897,0.0216613793021533,0.00106067823531725,"Tom Brady","TB","QB",2020
"76","00-0035149",1574,0.0116559211286566,0.0214316274840448,0.00105962919351423,"Nick Allegretti","KC","OL",2020
"77","00-0036267",2038,0.0114194522391871,0.0209346415377543,0.00103813202174428,"Jedrick Wills","CLE","OL",2020
"78","00-0031567",522,0.0113847389973808,0.021007070200016,0.00103497627248917,"Daryl Williams","BUF","OL",2020
"79","00-0033025",834,0.0113569549953668,0.0225496842001629,0.00103245045412425,"Jalen Richard","LV","RB",2020
"80","00-0036417",2173,0.0113507500469378,0.0209688920388779,0.00103188636790343,"Damien Lewis","SEA","OL",2020
"81","00-0024270",26,0.0112682522102287,0.0207867948276772,0.00102438656456624,"Andrew Whitworth","LA","OL",2020
"82","00-0034775",1427,0.0112531533432502,0.0221212770697176,0.00102301394029548,"Christian Kirk","ARI","WR",2020
"83","00-0036233",2009,0.0112455293984675,0.0218893567583982,0.00102232085440614,"Donovan Peoples-Jones","CLE","WR",2020
"84","00-0035649",1781,0.0111314297952663,0.021383068235397,0.00101194816320603,"Nate Davis","TEN","OL",2020
"85","00-0033886",1089,0.0111234655532917,0.021152535837049,0.00101122414120834,"T.J. Watt","PIT","LB",2020
"86","00-0033077",854,0.01107736665152,0.0207894508573118,0.00100703333195637,"Dak Prescott","DAL","QB",2020
