"","nfl_id","player_idx","apm","apm_sd","apm_per_play","full_name","team","position","season"
"1","00-0033536",817,0.0234624198093347,0.0212011990271604,0.00213294725539407,"Mike Williams","LAC","WR",2021
"2","00-0031408",373,0.0221077796095406,0.0208095135286593,0.00200979814632188,"Mike Evans","TB","WR",2021
"3","00-0036087",1724,0.0208751048353101,0.0204588543950288,0.00189773680321001,"Myles Bryant","NE","DB",2021
"4","00-0033297",767,0.0203097724622891,0.0205725742290998,0.00184634295111719,"D.J. Jones","SF","DL",2021
"5","00-0033307",772,0.0192098136647096,0.0205379394244857,0.00174634669679178,"Kendrick Bourne","NE","WR",2021
"6","00-0036362",1908,0.0186723941496317,0.0206595369119448,0.00169749037723925,"Willie Gay","KC","LB",2021
"7","00-0032392",552,0.0182296722089905,0.0199894629895716,0.00165724292809005,"Austin Hooper","CLE","TE",2021
"8","00-0033009",687,0.0182027493902545,0.0213969038951253,0.00165479539911404,"Tyler Boyd","CIN","WR",2021
"9","00-0032134",491,0.0180937043558313,0.0200805784131127,0.00164488221416648,"C.J. Uzomah","CIN","TE",2021
"10","00-0030506",247,0.0180929660248884,0.0212624934047928,0.00164481509317167,"Travis Kelce","KC","TE",2021
"11","00-0032445",577,0.0180634818457594,0.021285999478293,0.00164213471325086,"Ted Karras","NE","OL",2021
"12","00-0036976",2268,0.0179790551123634,0.0208196172675881,0.0016344595556694,"Spencer Brown","BUF","OL",2021
"13","00-0033040",692,0.0178671174803833,0.0201444056533406,0.00162428340730757,"Tyreek Hill","KC","WR",2021
"14","00-0023459",7,0.017820393900564,0.0201382729328814,0.00162003580914218,"Aaron Rodgers","GB","QB",2021
"15","00-0033935",950,0.0176417535005105,0.0207226574195038,0.00160379577277368,"Trey Hendrickson","CIN","DL",2021
"16","00-0031381",364,0.0171669023357061,0.0211297371574848,0.00156062748506419,"Davante Adams","GB","WR",2021
"17","00-0034352",1062,0.017000476981498,0.0210913361806747,0.00154549790740891,"Connor Williams","DAL","OL",2021
"18","00-0032071",477,0.0165428391654756,0.0213051749593614,0.00150389446958869,"Trenton Brown","NE","OL",2021
"19","00-0028002",91,0.0164226656443828,0.0210384368167933,0.0014929696040348,"Randall Cobb","GB","WR",2021
"20","00-0030564",257,0.0160741336179259,0.0201620016851748,0.0014612848743569,"DeAndre Hopkins","ARI","WR",2021
"21","00-0019596",2,0.0160697858625541,0.0209972388105872,0.00146088962386856,"Tom Brady","TB","QB",2021
"22","00-0034301",1040,0.0156857890240212,0.0204070815230389,0.00142598082036556,"Darrel Williams","KC","RB",2021
"23","00-0030431",235,0.0156428921861248,0.0207402895723151,0.00142208110782953,"Robert Woods","LA","WR",2021
"24","00-0036660",2093,0.0153591023415795,0.0202465343755417,0.00139628203105269,"Trey Smith","KC","OL",2021
"25","00-0032057",471,0.0152964527524577,0.0200577486234558,0.00139058661385979,"Jaquiski Tartt","SF","DB",2021
"26","00-0033874",903,0.0152620056847286,0.0212387885261248,0.00138745506224805,"Marshon Lattimore","NO","DB",2021
"27","00-0031555",396,0.0152197111729443,0.0216971211170616,0.0013836101066313,"Eric Rowe","MIA","DB",2021
"28","00-0036623",2060,0.0152015605922504,0.0206937438107423,0.00138196005384095,"Creed Humphrey","KC","OL",2021
"29","00-0033873",902,0.0151933835407764,0.020628535733462,0.00138121668552512,"Patrick Mahomes","KC","QB",2021
"30","00-0035250",1401,0.0151893387405346,0.020979674653198,0.00138084897641223,"Devin Singletary","BUF","RB",2021
"31","00-0034234",1020,0.0150671647681132,0.0206806224681301,0.00136974225164665,"Poona Ford","SEA","DL",2021
"32","00-0035689",1589,0.0149800479906319,0.020048587274616,0.0013618225446029,"Dawson Knox","BUF","TE",2021
"33","00-0036246",1802,0.0148396531514793,0.0196834391220853,0.00134905937740721,"Jon Runyan","GB","OL",2021
"34","00-0035084",1337,0.0147717417716185,0.0197328956711291,0.00134288561560168,"Yosuah Nijman","GB","OL",2021
"35","00-0036932",2231,0.0146854693491673,0.0212623765519567,0.00133504266810612,"Micah Parsons","DAL","LB",2021
"36","00-0030578",262,0.0146256405541276,0.0209588816022394,0.00132960368673887,"Cordarrelle Patterson","ATL","RB",2021
"37","00-0034812",1248,0.0144674511929284,0.0216399491371946,0.00131522283572077,"Travin Howard","LA","LB",2021
"38","00-0031763",432,0.0144640872586522,0.0205478277358891,0.00131491702351384,"DeAndre Carter","WAS","WR",2021
"39","00-0035382",1469,0.0144525164805208,0.0212768565469265,0.0013138651345928,"Ryan Bates","BUF","OL",2021
"40","00-0034344",1054,0.014405802553691,0.0204528939283634,0.00130961841397191,"Marcus Davenport","NO","DL",2021
"41","00-0034374",1079,0.0143891960714527,0.0203508612407456,0.00130810873376843,"Jordan Whitehead","TB","DB",2021
"42","00-0034857",1277,0.0143778337513749,0.0203797877393717,0.00130707579557954,"Josh Allen","BUF","QB",2021
"43","00-0028075",96,0.0142448045781507,0.0212401240061704,0.00129498223437733,"Buster Skrine","TEN","DB",2021
"44","00-0031795",436,0.0142393997951509,0.019943070199144,0.00129449089046827,"DeShawn Williams","DEN","DL",2021
"45","00-0036631",2068,0.0142319330856167,0.0194491203535107,0.00129381209869243,"Royce Newman","GB","OL",2021
"46","00-0033908",932,0.014168046100928,0.0200559043870104,0.00128800419099346,"Cooper Kupp","LA","WR",2021
"47","00-0032775",631,0.0141166073386246,0.0206836295311808,0.00128332793987497,"Demarcus Robinson","KC","WR",2021
"48","00-0032217",518,0.0140979275236703,0.0199826146634301,0.00128162977487912,"Donovan Smith","TB","OL",2021
"49","00-0033921",941,0.0140492248536982,0.0206842425576002,0.00127720225942711,"Chris Godwin","TB","WR",2021
"50","00-0029895",187,0.0139973716084874,0.019830134203026,0.00127248832804431,"Ryan Jensen","TB","OL",2021
"51","00-0036223",1783,0.0138737087541145,0.0215539337955115,0.00126124625037405,"Jonathan Taylor","IND","RB",2021
"52","00-0036942",2241,0.0138284388850975,0.0201385011315166,0.00125713080773613,"Osa Odighizuwa","DAL","DL",2021
"53","00-0032391",551,0.0135595697544865,0.0203617527610912,0.00123268815949877,"Joe Thuney","KC","OL",2021
"54","00-0031936",456,0.0135037634341492,0.0208251559655322,0.00122761485764993,"Mitch Morse","BUF","OL",2021
"55","00-0036845",2159,0.0134343015385496,0.0209449107320414,0.00122130013986815,"Quincy Roche","NYG","LB",2021
"56","00-0034845",1271,0.0133344153231703,0.0206379661746267,0.00121221957483367,"Sony Michel","LA","RB",2021
"57","00-0027962",82,0.0132219279378817,0.0209052653062197,0.00120199344889833,"Cameron Jordan","NO","DL",2021
"58","00-0031242",321,0.0132181222532797,0.0212808156610756,0.00120164747757089,"Shamar Stephen","DEN","DL",2021
"59","00-0033288",760,0.0132077394754643,0.0195243222908866,0.00120070358867857,"George Kittle","SF","TE",2021
"60","00-0027881",68,0.0132048460532554,0.021369554972994,0.00120044055029594,"Jerry Hughes","BUF","DL",2021
"61","00-0033856",891,0.0132045202931146,0.0203051629171596,0.00120041093573769,"Leonard Fournette","TB","RB",2021
"62","00-0033047",695,0.0131767705537778,0.0209928602421846,0.00119788823216162,"Anthony Brown","DAL","DB",2021
"63","00-0030575",261,0.0131080394904546,0.0202523891583582,0.00119163995367769,"Xavier Rhodes","IND","DB",2021
"64","00-0036133",1738,0.0129845188142603,0.0213547076050523,0.0011804108012964,"James Proche","BAL","WR",2021
"65","00-0035530",1509,0.0128914306378653,0.020901588235556,0.00117194823980593,"Khari Willis","IND","DB",2021
