"","nfl_id","player_idx","apm","apm_sd","apm_per_play","full_name","team","position","season"
"1","00-0033040",1310,0.0248021863759555,0.0217035221734114,0.00225474421599596,"Tyreek Hill","KC","WR",2018
"2","00-0030506",589,0.023001120311242,0.0211046082466397,0.00209101093738564,"Travis Kelce","KC","TE",2018
"3","00-0033908",1624,0.0229424098073129,0.0210351563346638,0.00208567361884663,"Cooper Kupp","LA","WR",2018
"4","00-0029253",366,0.0222641009465265,0.0213991246221158,0.00202400917695695,"Mitchell Schwartz","KC","OL",2018
"5","00-0030584",622,0.0220382225876941,0.0220612191711538,0.00200347478069946,"Eric Fisher","KC","OL",2018
"6","00-0033873",1589,0.0219988399073058,0.0215924950707185,0.0019998945370278,"Patrick Mahomes","KC","QB",2018
"7","00-0027150",148,0.0214778603108465,0.0207520363188758,0.0019525327555315,"Julian Edelman","NE","WR",2018
"8","00-0033857",1578,0.0208189966632219,0.0214421934218125,0.0018926360602929,"JuJu Smith-Schuster","PIT","WR",2018
"9","00-0028411",313,0.0196170066480525,0.0208604370427976,0.00178336424073205,"Dontrelle Inman","IND","WR",2018
"10","00-0025900",77,0.0191390041628087,0.0207429023565505,0.00173990946934625,"Chris Clark","CAR","OL",2018
"11","00-0031325",776,0.0190593721231541,0.0215490085069778,0.00173267019301401,"Sammy Watkins","KC","WR",2018
"12","00-0032160",1023,0.0190341930503123,0.0219000442008406,0.00173038118639202,"Tyrell Williams","LAC","WR",2018
"13","00-0033281",1384,0.0183959823090202,0.0206449266511937,0.00167236202809274,"Marlon Humphrey","BAL","DB",2018
"14","00-0032058",978,0.0183321636558259,0.0204167567054345,0.00166656033234781,"Tevin Coleman","ATL","RB",2018
"15","00-0033906",1622,0.0182232170414248,0.0209095288286946,0.00165665609467499,"Alvin Kamara","NO","RB",2018
"16","00-0033928",1640,0.0175173961588319,0.0228061558583192,0.00159249055989381,"Jourdan Lewis","DAL","DB",2018
"17","00-0032958",1285,0.0173214861000695,0.0198568258832138,0.00157468055455177,"Will Parks","DEN","DB",2018
"18","00-0026327",100,0.01674589082965,0.0215180696231618,0.00152235371178636,"John Sullivan","LA","OL",2018
"19","00-0033831",1571,0.0164327727075947,0.0205917577267036,0.00149388842796315,"Andrew Wylie","KC","OL",2018
"20","00-0032128",1004,0.0164110173485162,0.0211012191093988,0.00149191066804693,"Chris Conley","KC","WR",2018
"21","00-0031799",920,0.0161356587818187,0.0201003803551826,0.00146687807107443,"Anthony Harris","MIN","DB",2018
"22","00-0032145",1016,0.0160661294465257,0.0208333999730963,0.00146055722241143,"Cameron Erving","KC","OL",2018
"23","00-0033888",1604,0.0160315253860363,0.0215300725005672,0.00145741139873058,"Ryan Ramczyk","NO","OL",2018
"24","00-0025418",65,0.0159127661205283,0.0211565906481405,0.00144661510186621,"Greg Olsen","CAR","TE",2018
"25","00-0034874",2025,0.015884376742914,0.0204829619420401,0.00144403424935582,"Roquan Smith","CHI","LB",2018
"26","00-0020531",6,0.015863788090095,0.0206180693678542,0.001442162553645,"Drew Brees","NO","QB",2018
"27","00-0034367",1792,0.0158427278278926,0.0211642162968744,0.00144024798435387,"Nyheim Hines","IND","RB",2018
"28","00-0022942",21,0.0156000122696182,0.0206922787624099,0.00141818293360166,"Philip Rivers","LAC","QB",2018
"29","00-0029608",424,0.0155542505016967,0.0212420490226883,0.00141402277288152,"T.Y. Hilton","IND","WR",2018
"30","00-0033106",1347,0.0154875746491814,0.0211567912929957,0.00140796133174376,"Jared Goff","LA","QB",2018
"31","00-0032009",969,0.015384595747178,0.021298969761826,0.00139859961337981,"Adam Humphries","TB","WR",2018
"32","00-0030431",564,0.0153772536432247,0.0212831550626219,0.00139793214938407,"Robert Woods","LA","WR",2018
"33","00-0027953",235,0.0153695878021203,0.0214505997697998,0.00139723525473821,"Mike Pouncey","LAC","OL",2018
"34","00-0027793",197,0.0152969686950031,0.0211494803013492,0.00139063351772756,"Antonio Brown","PIT","WR",2018
"35","00-0030503",586,0.015204606177259,0.0202010085614526,0.00138223692520536,"Alex Okafor","NO","DL",2018
"36","00-0032241",1055,0.0150050322984359,0.020676443118681,0.00136409384531236,"Todd Gurley","LA","RB",2018
"37","00-0032697",1190,0.0149914826237797,0.0206951092752583,0.00136286205670724,"Doug Middleton","NYJ","DB",2018
"38","00-0032416",1114,0.0148881922183207,0.0210202327785349,0.00135347201984733,"Quinton Jefferson","SEA","DL",2018
"39","00-0032415",1113,0.0148617840176664,0.0210386313992022,0.00135107127433331,"Matt Judon","BAL","LB",2018
"40","00-0027025",135,0.0148561336683636,0.0217167104909963,0.00135055760621487,"Max Unger","NO","OL",2018
"41","00-0032211",1043,0.0148059176561349,0.0206623656706274,0.00134599251419408,"Tyler Lockett","SEA","WR",2018
"42","00-0030402",554,0.0146502034294971,0.0213825486982845,0.00133183667540883,"Akeem Spence","MIA","DL",2018
"43","00-0031936",948,0.0145973483556885,0.0209404333924003,0.00132703166869895,"Mitch Morse","KC","OL",2018
"44","00-0031408",820,0.0145858386412489,0.0213832455998377,0.00132598533102263,"Mike Evans","TB","WR",2018
"45","00-0028434",314,0.0144973977399022,0.021046974863031,0.00131794524908202,"Doug Baldwin","SEA","WR",2018
"46","00-0027859",206,0.0144473725588599,0.0203698376053296,0.0013133975053509,"Russell Okung","LAC","OL",2018
"47","00-0027648",172,0.0144191657242974,0.0208149256984075,0.0013108332476634,"Rodger Saffold","LA","OL",2018
"48","00-0027957",239,0.0142913669972435,0.0210939393009754,0.00129921518156759,"Prince Amukamara","CHI","DB",2018
"49","00-0033536",1478,0.0140845744612345,0.0223874396540806,0.00128041586011223,"Mike Williams","LAC","WR",2018
"50","00-0033110",1350,0.0139737891690241,0.0204132424911241,0.00127034446991128,"Tyler Higbee","LA","TE",2018
"51","00-0031296",764,0.013963139625908,0.0201114291795731,0.001269376329628,"C.J. Mosley","BAL","LB",2018
"52","00-0033562",1500,0.0139017092935364,0.0224568775127427,0.00126379175395785,"Ryan Switzer","PIT","WR",2018
"53","00-0023459",33,0.0138147076378295,0.0204592313089786,0.00125588251252996,"Aaron Rodgers","GB","QB",2018
"54","00-0030549",607,0.0138058411453603,0.0214590106207346,0.00125507646776002,"Tyler Eifert","CIN","TE",2018
"55","00-0019596",4,0.0137174255235445,0.0207119065954693,0.00124703868395859,"Tom Brady","NE","QB",2018
"56","00-0022924",20,0.0135748299072881,0.0209902127995724,0.0012340754461171,"Ben Roethlisberger","PIT","QB",2018
"57","00-0030067",507,0.0131331889766386,0.0212578049190244,0.00119392627060351,"Terron Armstead","NO","OL",2018
"58","00-0033553",1494,0.0131251859542931,0.0224541041060886,0.00119319872311755,"James Conner","PIT","RB",2018
"59","00-0032392",1093,0.0130271884643971,0.0207147068461216,0.00118428986039974,"Austin Hooper","ATL","TE",2018
"60","00-0032765",1211,0.0129578826545801,0.0207039546052021,0.00117798933223455,"Michael Thomas","NO","WR",2018
"61","00-0030065",505,0.0128938256133849,0.0207467378559889,0.00117216596485317,"Larry Warford","NO","OL",2018
"62","00-0033608",1528,0.0127330515367618,0.0222671090083821,0.00115755013970562,"Ryan Lewis","BUF","DB",2018
"63","00-0031236",735,0.0126525497040304,0.0212213557182088,0.00115023179127549,"Brandin Cooks","LA","WR",2018
"64","00-0033064",1326,0.0125412244633712,0.0209776960284272,0.00114011131485192,"Adam Gotsis","DEN","DL",2018
"65","00-0026160",86,0.0125134596851712,0.0209541480346538,0.00113758724410647,"Aqib Talib","LA","DB",2018
"66","00-0030543",605,0.0124078978507812,0.0220020002221541,0.00112799071370738,"J.J. Wilcox","IND","DB",2018
"67","00-0033905",1621,0.0123483849805871,0.0209390187841049,0.00112258045278065,"Larry Ogunjobi","CLE","DL",2018
"68","00-0031040",682,0.0123364479651763,0.0212802053271271,0.00112149526956148,"Khalil Mack","CHI","LB",2018
"69","00-0032071",985,0.0122845237209457,0.0207721317477632,0.00111677488372233,"Trent Brown","NE","OL",2018
"70","00-0030710",640,0.0122708510195906,0.0201904154990242,0.00111553191087187,"Trey Burton","CHI","TE",2018
"71","00-0031262",749,0.0121163587374822,0.0200278334555685,0.00110148715795293,"Bene' Benwikere","OAK","DB",2018
"72","00-0033294",1394,0.012095414445758,0.021863167973184,0.00109958313143255,"Chuck Clark","BAL","DB",2018
"73","00-0030663",633,0.0120026908399417,0.0213593339400531,0.00109115371272197,"Willie Snead","BAL","WR",2018
"74","00-0031544",843,0.0118034307581541,0.0198425463230707,0.00107303915983219,"Amari Cooper","DAL","WR",2018
"75","00-0032060",980,0.0117782173813219,0.0216889054410831,0.00107074703466563,"Eli Harold","DET","LB",2018
"76","00-0034765",1953,0.0117246836258712,0.0210593199031394,0.00106588032962466,"Tre'Quan Smith","NO","WR",2018
"77","00-0033544",1486,0.011716152292236,0.0207836870282678,0.00106510475383963,"Quincy Wilson","IND","DB",2018
"78","00-0032269",1071,0.0116687760680902,0.0204193613891391,0.00106079782437183,"Henry Anderson","NYJ","DL",2018
"79","00-0032387",1088,0.0116527669701405,0.0210566548527946,0.00105934245183095,"Jarran Reed","SEA","DL",2018
"80","00-0031353",791,0.0116120696657007,0.0211881468633055,0.00105564269688188,"Michael Schofield","LAC","OL",2018
"81","00-0032764",1210,0.0115747891050975,0.0207598289257172,0.00105225355500887,"Derrick Henry","TEN","RB",2018
"82","00-0031566",861,0.0115717309227072,0.0218935264086218,0.00105197553842792,"Trey Flowers","NE","DL",2018
"83","00-0028083",282,0.0114334762649652,0.0204988990149425,0.00103940693317865,"Jacquizz Rodgers","TB","RB",2018
"84","00-0031580",870,0.0114334487809411,0.0208369647056238,0.00103940443463101,"Shaq Mason","NE","OL",2018
"85","00-0027944",230,0.0114240915534741,0.0211859472608,0.00103855377758856,"Julio Jones","ATL","WR",2018
"86","00-0031852",929,0.0113502950446374,0.0219102509005921,0.00103184500405795,"David Andrews","NE","OL",2018
"87","00-0033883",1599,0.0112554544246272,0.0198239092089598,0.00102322312951156,"Jabrill Peppers","CLE","DB",2018
"88","00-0033869",1585,0.0110803960400967,0.0211987188774179,0.00100730873091788,"Mitchell Trubisky","CHI","QB",2018
"89","00-0032388",1089,0.0110636560723762,0.0205782667033798,0.00100578691567056,"Deion Jones","ATL","LB",2018
"90","00-0027675",179,0.0110271645789742,0.0208965855476317,0.00100246950717947,"Ed Dickson","SEA","TE",2018
"91","00-0027870",214,0.0109925449544349,0.0212534566596321,0.000999322268584988,"Maurkice Pouncey","PIT","OL",2018
"92","00-0032432",1123,0.0109862100339837,0.0211034376964445,0.000998746366725791,"Wes Schweitzer","ATL","OL",2018
"93","00-0033697",1542,0.0107313084770177,0.0207401521977739,0.000975573497910699,"Michael Davis","LAC","DB",2018
"94","00-0033129",1365,0.0106963025652446,0.0212098870891876,0.000972391142294967,"Carl Nassib","TB","DL",2018
